Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
LYMPHOCYTE,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.025,13,450,57,1506,210,"CD2, TRAT1, CD3E, CD3G, SH2D1A, CD7, UBASH3A, MAL, CD28, IL23A, CHI3L2, KIT, CTLA4",0.86,6.19,7.177409595491176e-64,63.144032269040665
LYMPHOCYTE,COMPLEMENT,0,0,42,70,153,210,,0,0,8.523630301256872e-32,31.06937539537337
LYMPHOCYTE,DENDRITIC CELL,0.019,6,245,64,810,210,"IL23A, CTGF, CD1B, CD9, RGL1, CCL4",0.74,2.86,2.074483133835825e-60,59.683090091763816
LYMPHOCYTE,EOSINOPHIL,0.011,1,21,69,66,210,CCL4,1.52,0.48,9.958511879718214e-20,19.00180555421807
LYMPHOCYTE,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.032,20,552,50,1785,210,"BLK, CD200, VPREB3, CD79A, LOC100130458, BANK1, TCL1A, IGHD, EBF1, FCER2, CD19, MEF2C, ICOSLG, GAB1, FAM150B, VPREB1, KIT, CTLA4, PTK2, CD28",1.12,9.52,7.615906683295604e-58,57.11827838594423
LYMPHOCYTE,IMMUNOGLOBULIN MEDIATED RESPONSE,0.032,7,148,63,465,210,"BANK1, CD79A, KIT, MEF2C, CD19, CTLA4, PTK2",1.51,3.33,2.401206712556471e-47,46.6195704512473
LYMPHOCYTE,INFLAMMATION,0.008,1,54,69,228,210,CCL4,0.44,0.48,1.0097640436553597e-34,33.9957800980098
LYMPHOCYTE,INNATE IMMUNE SYSTEM,0.014,18,1219,52,4113,210,"TRAT1, CTLA4, UBASH3A, MEF2C, CD19, CD3E, CD3G, CD1B, IL23A, CTGF, CD9, RGL1, CCL4, SH2D2A, CD7, KIT, IL1A, ADARB1",0.44,8.57,9.811708079601964e-78,77.00825538151172
LYMPHOCYTE,MACROPHAGE,0,0,70,35,210,105,,0,0,1.144597045890699e-28,27.941347379303938
LYMPHOCYTE,MAST CELL,0.011,1,69,23,210,72,KIT,0.48,1.39,6.424846374011662e-21,20.192137252388367
LYMPHOCYTE,MONOCYTE,0.002,1,69,336,210,1029,CCL4,0.48,0.1,5.675464785284471e-78,77.24599856666016
LYMPHOCYTE,MYELOID CELL,0.007,1,69,74,210,225,IL23A,0.48,0.44,5.354276372301507e-41,40.271299215542115
LYMPHOCYTE,NEUTROPHIL,0.005,1,69,150,210,462,CCL4,0.48,0.22,4.524867347071446e-57,56.344394148233214
LYMPHOCYTE,NK CELL,0.02,4,66,135,210,432,"CCL4, KIT, SH2D2A, CD7",1.9,0.93,1.765467038681067e-49,48.7531403863153
LYMPHOCYTE,SIGNALING,0.021,4,66,125,210,387,"IL23A, CCL4, CSF3, IL1A",1.9,1.03,9.579117878480156e-48,47.01867448237734
LYMPHOCYTE,T CELL,0.027,13,57,419,210,1500,"CTLA4, IL23A, KIT, CD28, CHI3L2, CD2, CD3G, CD7, TRAT1, UBASH3A, MAL, SH2D1A, CD3E",6.19,0.87,2.944109166883157e-62,61.5310460904976
MACROPHAGE,ADAPTIVE IMMUNE SYSTEM,0.018,17,932,18,3078,105,"CCL5, TLR4, SYK, PLCG2, EDNRB, MCOLN2, TICAM1, LIPA, PRKCE, CCL2, CCL3, SAA1, LBP, JMJD6, SLC11A1, CCR2, IL33",0.55,16.19,6.231900945792787e-29,28.205379458261916
MACROPHAGE,IMMUNE SYSTEM,0.012,2,131,33,399,105,"TLR4, SYK",0.5,1.9,8.53438165938298e-33,32.0688279392998
MACROPHAGE,ANTIMICROBIAL,0.043,4,59,31,189,105,"HAMP, LGALS3, SLC11A1, AZU1",2.12,3.81,7.850232477289613e-21,20.10511748183958
MACROPHAGE,ANTIVIRAL & IFN,0.028,5,142,30,453,105,"CCL5, CCL3, CCL2, TLR4, RPL13A",1.1,4.76,4.2459970096193313e-29,28.372020316035844
MACROPHAGE,ARPP,0.11,35,284,0,1053,105,"TLR4, SYK, LBP, CCR2, CCL5, IL13, HAMP, CRTC3, JMJD6, FCGR3A, TMEM229B, SLC11A1, ADGRF5, EDN2, TICAM1, IFI35, IL33, PRKCE, PLCG2, SFTPD, CCL2, LGALS3, AZU1, EDNRB, RPL13A, CXCL17, SAA1, CCL3, MMP2, LIPA, CSF1, ROR2, MCOLN2, BCR, B4GALT1",3.32,33.33,1,-0
MACROPHAGE,B CELL,0.014,7,466,28,1650,105,"TLR4, SYK, PLCG2, EDNRB, TICAM1, PRKCE, LBP",0.42,6.67,1.1224900457496737e-39,38.94981750163436
MACROPHAGE,LEUKOCYTES,0.014,19,1314,16,7419,105,"CCL5, LGALS3, SYK, TLR4, SLC11A1, CCR2, FCGR3A, AZU1, CCL2, HAMP, IL13, CCL3, PRKCE, SFTPD, CSF1, LBP, MCOLN2, TICAM1, IFI35",0.26,18.1,7.721971968383547e-28,27.112271779246345
MACROPHAGE,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.029,14,449,21,1506,105,"CCL5, SYK, CCL2, IL13, AZU1, IL33, HAMP, CCL3, LIPA, JMJD6, SLC11A1, PLCG2, TLR4, CCR2",0.93,13.33,7.642288489474361e-28,27.116776572114503
MACROPHAGE,COMPLEMENT,0.013,1,41,34,153,105,IL33,0.65,0.95,7.699908196819521e-21,20.113514452730424
MACROPHAGE,DENDRITIC CELL,0.007,2,249,33,810,105,"CCL5, CCR2",0.25,1.9,3.9247366313544435e-41,40.406189481182956
MACROPHAGE,EOSINOPHIL,0.075,4,18,31,66,105,"CCL5, CCL3, LGALS3, CCL2",6.06,3.81,1.1320451209509385e-10,9.94613626273301
MACROPHAGE,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.024,14,558,21,1785,105,"TLR4, SYK, PLCG2, EDNRB, HAMP, LGALS3, SLC11A1, AZU1, TICAM1, PRKCE, CCR2, CCL2, LBP, LIPA",0.78,13.33,9.891829662732995e-30,29.00472337079558
MACROPHAGE,IMMUNOGLOBULIN MEDIATED RESPONSE,0.033,6,149,29,465,105,"TICAM1, PLCG2, SYK, TLR4, PRKCE, LBP",1.29,5.71,3.0843783604698014e-28,27.510832352480602
MACROPHAGE,INFLAMMATION,0.023,2,53,33,228,105,"TLR4, LIPA",0.88,1.9,3.5365523398197817e-22,21.45141991011746
MACROPHAGE,INNATE IMMUNE SYSTEM,0.028,35,1202,0,4113,105,"TLR4, SYK, CCL5, LGALS3, SLC11A1, CCR2, FCGR3A, IFI35, PLCG2, LBP, CCL3, CCL2, RPL13A, SFTPD, CSF1, TICAM1, MCOLN2, IL13, HAMP, CRTC3, JMJD6, TMEM229B, ADGRF5, EDN2, IL33, PRKCE, AZU1, EDNRB, CXCL17, SAA1, MMP2, LIPA, ROR2, BCR, B4GALT1",0.85,33.33,1,-0
MACROPHAGE,LYMPHOCYTE,0,0,70,35,210,105,,0,0,1.144597045890699e-28,27.941347379303938
MACROPHAGE,MAST CELL,0.017,1,34,23,105,72,SYK,0.95,1.39,2.727512384081597e-15,14.564233268851044
MACROPHAGE,MONOCYTE,0.028,10,25,327,105,1029,"SLC11A1, TLR4, SYK, CCL2, LGALS3, AZU1, CCL5, CCL3, CSF1, CCR2",9.52,0.97,7.162651243476962e-31,30.144926194551395
MACROPHAGE,MYELOID CELL,0.019,2,33,73,105,225,"TLR4, CCR2",1.9,0.89,9.676446838630956e-26,25.014284085011376
MACROPHAGE,NEUTROPHIL,0.081,14,21,137,105,462,"FCGR3A, EDN2, SYK, LBP, CCL2, LGALS3, AZU1, CCL5, SAA1, CCL3, CSF1, MCOLN2, BCR, CCR2",13.33,3.03,4.790580058870643e-18,17.319611897626217
MACROPHAGE,NK CELL,0.012,2,33,137,105,432,"FCGR3A, CCL5",1.9,0.46,2.3274376399968265e-33,32.63312194642313
MACROPHAGE,SIGNALING,0.012,2,33,127,105,387,"CCL2, CCL5",1.9,0.52,2.0900435005282207e-32,31.67984467472973
MACROPHAGE,T CELL,0.024,11,24,421,105,1500,"JMJD6, SLC11A1, TLR4, IL33, SYK, PLCG2, CCL2, CCL5, CCL3, LIPA, CCR2",10.48,0.73,7.335314289328477e-32,31.134581273613893
MAST CELL,ADAPTIVE IMMUNE SYSTEM,0.009,9,940,15,3078,72,"RASGRP1, KIT, BTK, SYK, STAT5B, PIK3CG, GPR15LG, KITLG, FCER1A",0.29,12.5,3.306206380487918e-27,26.480670040326103
MAST CELL,IMMUNE SYSTEM,0.013,2,131,22,399,72,"SYK, BTK",0.5,2.78,9.634027962045767e-25,24.016192097512498
MAST CELL,ANTIMICROBIAL,0.012,1,62,23,189,72,S100A12,0.53,1.39,5.077398429630657e-20,19.29435875564194
MAST CELL,ANTIVIRAL & IFN,0.006,1,146,23,453,72,FCER1A,0.22,1.39,1.4766509304943783e-27,26.83072215660215
MAST CELL,ARPP,0.012,4,315,20,1053,72,"SYK, BTK, PIK3CG, S100A12",0.38,5.56,1.1395055812303518e-28,27.943283543329933
MAST CELL,B CELL,0.01,5,468,19,1650,72,"BTK, SYK, RASGRP1, STAT5B, KIT",0.3,6.94,5.2367225093784436e-30,29.280940438479384
MAST CELL,LEUKOCYTES,0.008,11,1322,13,7419,72,"FCER1A, KITLG, S100A12, SYK, BTK, RASGRP1, KIT, SERPINB9, PIK3CG, SLC15A4, NF1",0.15,15.28,3.4610636274128116e-25,24.460790416660718
MAST CELL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.019,9,454,15,1506,72,"RASGRP1, STAT5B, SYK, PIK3CG, KIT, GPR15LG, KITLG, BTK, FCER1A",0.6,12.5,1.3737355167030956e-22,21.862096873312098
MAST CELL,COMPLEMENT,0,0,42,24,153,72,,0,0,1.6014364010853388e-18,17.795490304084858
MAST CELL,DENDRITIC CELL,0.015,4,247,20,810,72,"FCER1A, KITLG, SERPINB9, PIK3CG",0.49,5.56,1.1619118681820796e-26,25.93482681223292
MAST CELL,EOSINOPHIL,0.045,2,20,22,66,72,"FCER1A, BTK",3.03,2.78,2.623450747887231e-10,9.581127084742402
MAST CELL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.012,7,565,17,1785,72,"BTK, SYK, S100A12, RASGRP1, STAT5B, KIT, FCER1A",0.39,9.72,1.2576024050649597e-27,26.900456640750086
MAST CELL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.029,5,150,19,465,72,"RASGRP1, BTK, STAT5B, SYK, KIT",1.08,6.94,3.853721416770707e-21,20.414119683435672
MAST CELL,INFLAMMATION,0.026,2,53,22,228,72,"SERPINB9, RASGRP1",0.88,2.78,2.7129409693943938e-17,16.566559655904893
MAST CELL,INNATE IMMUNE SYSTEM,0.019,24,1213,0,4113,72,"SYK, BTK, FCER1A, KITLG, SERPINB9, S100A12, RASGRP1, KIT, PIK3CG, SNAP23, SLC18A2, RAB44, CHGA, SLC15A4, NF1, CBL, CLNK, GPR15LG, PTGDS, MILR1, ADORA2B, CPLX2, NDST2, STAT5B",0.58,33.33,1,-0
MAST CELL,LYMPHOCYTE,0.011,1,69,23,210,72,KIT,0.48,1.39,6.424846374011662e-21,20.192137252388367
MAST CELL,MACROPHAGE,0.017,1,34,23,105,72,SYK,0.95,1.39,2.727512384081597e-15,14.564233268851044
MAST CELL,MONOCYTE,0.011,4,20,333,72,1029,"BTK, S100A12, SYK, FCER1A",5.56,0.39,3.9318266938937806e-29,28.405405633145183
MAST CELL,MYELOID CELL,0,0,24,75,72,225,,0,0,1.649353473896169e-23,22.782686260479295
MAST CELL,NEUTROPHIL,0.023,4,20,147,72,462,"BTK, S100A12, PIK3CG, SYK",5.56,0.87,1.7971597420352802e-22,21.74541331854983
MAST CELL,NK CELL,0.025,4,20,135,72,432,"KIT, PIK3CG, RASGRP1, STAT5B",5.56,0.93,8.436069003785842e-22,21.073859876556917
MAST CELL,SIGNALING,0.007,1,23,128,72,387,FCER1A,1.39,0.26,2.3536480835668388e-26,25.628258472159697
MAST CELL,T CELL,0.02,9,15,423,72,1500,"BTK, KITLG, KIT, PIK3CG, RASGRP1, GPR15LG, SYK, FCER1A, STAT5B",12.5,0.6,3.814754315660563e-22,21.418533426985313
MONOCYTE,ADAPTIVE IMMUNE SYSTEM,0.048,59,890,278,3078,1029,"CD4, CCL5, XCL1, CHST15, FOS, LILRB2, LILRB1, TYROBP, LILRB3, IFI30, SPI1, SLC40A1, CCL4, TNFSF13, HHEX, TLR4, LYN, ALOX5, BTK, SYK, DUSP6, LY86, HLA-DMB, CTSS, LILRA6, CTSH, LILRA3, HLA-DRB4, CD86, P0DOX3, BCL6, NFAM1, PRKCD, MNDA, FCER1G, HCK, FGR, JAML, CCL2, MPL, CCL3, CCL18, CCL7, CX3CL1, CCL4L1, CCL1, CCL3L1, CCL8, CCL24, CCL20, CCL23, PTX3, LGALS1, SLC11A1, CD1D, CEBPB, CCR2, IL6R, FCER1A",1.92,5.73,1.1653796550815219e-217,216.93353256798858
MONOCYTE,IMMUNE SYSTEM,0.085,37,96,300,399,1029,"TLR5, CD4, FCGR1B, TLR2, FCER1G, LILRB2, LILRB1, CLEC7A, FGR, CD86, MNDA, IRAK3, DUSP6, PAK1, CTSH, TLR4, FOS, LAT2, LY96, HCK, LYN, HLA-DMB, SYK, TLR1, BTK, CD1D, CD36, HLA-DRB4, CYP1B1, PLAUR, PTGS2, RTN1, AGPAT9, FGL2, ITGAM, AIF1, TLR8",9.27,3.6,7.647785492704922e-66,65.11646430177812
MONOCYTE,ANTIMICROBIAL,0.031,12,51,325,189,1029,"CCL20, CXCL1, S100A12, RPS19, LGALS3, CCL1, XCL1, CCL8, CCL18, LYZ, SLC11A1, AZU1",6.35,1.17,1.2019843221047858e-52,51.92010119694874
MONOCYTE,ANTIVIRAL & IFN,0.057,26,121,311,453,1029,"CCL5, CCL4, CCL8, CCL1, CCL3, CCL4L1, CCL3L1, CCL18, CCL2, FCAR, CX3CL1, XCL1, TLR4, CCL20, CCL24, SIRPA, CCL7, CCL23, AIF1, HCK, IFNGR2, IL1B, RARA, FCER1A, PTX3, CARD9",5.74,2.53,1.776911111127002e-85,84.75033429696262
MONOCYTE,ARPP,0.206,112,207,225,1053,1029,"TLR5, CD4, FCGR1B, TLR2, FCER1G, LILRB2, LILRB1, CLEC7A, FGR, CD86, MNDA, IRAK3, DUSP6, PAK1, CTSH, TLR4, FOS, LAT2, LY96, HCK, LYN, HLA-DMB, SYK, TLR1, BTK, CD1D, CD36, HLA-DRB4, CYP1B1, PLAUR, PTGS2, RTN1, AGPAT9, FGL2, ITGAM, AIF1, TLR8, CD14, CCR2, CXCR2, CCR1, CCL5, ALOX5, NLRP12, SLC11A1, CCL2, LGALS3, AZU1, CCL3, CSF1, HYAL2, MT1G, SPACA3, P0DOX3, CCL3L1, CX3CL1, IL6R, CCL18, CCL1, CCL7, CTSG, XCL1, CCL23, FLT1, CCL4, CCL4L1, CCL24, CCL20, RPS19, CCL8, S100A12, JAML, SIRPA, PECAM1, MPL, SPI1, LTBR, CTSS, PYCARD, IL1B, HSPA6, C5AR1, APOB48R, LILRB3, PILRA, TYROBP, MGAM, P2RY13, NFE2, FPR2, SIGLEC9, FCAR, DYSF, FPR1, AQP9, FES, CSF3R, ITGAX, BST1, ANPEP, LILRA6, PADI4, SLC40A1, TNFSF13B, ASGR1, ASGR2, BCL6, IL1R2, TBXAS1, IL8, KYNU, LY86",10.64,10.88,1.753694886649581e-67,66.75604596431715
MONOCYTE,B CELL,0.025,20,453,317,1650,1029,"TNFSF13, HHEX, SPI1, TLR4, LYN, ALOX5, BTK, SYK, DUSP6, LY86, CD86, BCL6, NFAM1, PRKCD, MNDA, HCK, FGR, MPL, FCER1G, PTX3",1.21,1.94,2.370499086872289e-198,197.62516020763732
MONOCYTE,LEUKOCYTES,0.248,332,1001,5,7419,1029,"CCL5, IL1RN, PRKCD, CSF1R, IL1R2, CSF2RA, ANPEP, CD86, RIN2, PLXDC2, CCL8, MGST1, IFNGR2, CCL20, ST3GAL6, RBM47, PDGFC, PGD, FCER1A, EMILIN2, AGPAT9, IGSF6, STAB1, FZD1, MFSD1, PLXND1, ITGAX, SLC31A2, TNFSF13B, NINJ1, IL13RA1, TNFSF13, MYCL1, EPB41L3, DPYSL2, RTN1, FES, LGALS3, HCK, APLP2, LGALS1, FXYD6, KCNE3, FAM198B, HSPA6, LAT2, CD33, TIMP2, CD36, TNFSF12-TNFSF13, C5AR1, MARCH1, FCGR1B, FCGR1A, SLC15A3, S100A11, MS4A7, MAFB, S100A12, CPPED1, TYROBP, FGR, PLA2G7, IRAK3, LYN, PYGL, SIRPA, FCAR, CRISPLD2, RNASE2, TBXAS1, PLBD1, HK3, FPR2, NOD2, IFI30, AQP9, IMPA2, LRP1, TMEM176A, CSF3R, RBP7, CACNA2D3, MS4A4A, HPSE, KCTD12, SMPDL3A, LST1, SYK, SECTM1, TLR2, CD163, BST1, TLR4, GLT1D1, TREM1, TLR8, FBP1, CD1D, SLC7A7, EMR2, RASSF4, LY86, PLXNB2, LILRB3, LILRB2, LILRB1, CLEC7A, QPCT, RNF130, PILRA, NFE2, TNS3, HNMT, GCA, FCN1, TFEC, VNN2, VNN3, TLR5, NCF1C, GAS2L1, GRN, BLVRB, MS4A6A, CD93, TNFAIP2, CD14, ITGAM, SIRPB1, SORT1, AIF1, BTK, NCF2, NCF1, CCR1, CD302, PTAFR, P2RY13, FCER1G, SPI1, CYP1B1, NLRP3, SCPEP1, ADAP2, S100A9, S100A8, CST3, KIAA0513, MTMR11, CSTA, RXRA, ASGR1, ASGR2, LGALS2, PRAM1, KIAA1598, CDA, SGK1, LMO2, ALDH2, FGL2, CLEC4E, CTSH, CYFIP1, MPEG1, PLAUR, NLRP12, MEGF9, APOB48R, F13A1, ALDH1A1, SERPINA1, CEBPA, KYNU, RAB32, RAB31, CEBPD, SEPX1, SIGLEC7, SULF2, MYOF, KLF4, FPR1, MNDA, FCGRT, ALOX5, NRGN, FCGR2A, CYBB, PADI2, CPVL, DMXL2, AOAH, CHST15, CFD, SLC11A1, CLEC4A, ZNF467, TYMP, SIGLEC9, LILRA6, TGFBI, LILRA5, LILRA2, LILRA3, CFP, LILRA1, RARA, FOS, FZD2, PTGS2, IL8, CXCL1, DRAM1, G0S2, SOD2, BASP1, MARCKS, FAM129A, IL1B, CEBPB, DUSP6, MAML3, IER3, GPR109B, BCL6, EMR1, AMICA1, DOCK5, CD4, LY96, ARHGEF10L, LTBR, TNFRSF1B, LRRK2, DPYD, MGAM, PTX3, LYZ, DOK3, CARD9, EVI5, MYO1F, FGD4, HHEX, HAL, DYSF, RNASE6, SLC24A4, VNN1, NAIP, RHOU, CD68, CXCR2, NACC2, SMARCD3, PADI4, TMEM176B, SAMHD1, CTSS, ACPP, F5, STEAP4, C19orf59, ACSL1, PAK1, C1orf162, MOSC1, TLR1, PID1, HLA-DMB, MPP1, MCTP1, S1PR3, SLC16A3, NFAM1, APCDD1, PECAM1, CYBRD1, HLA-DRB4, TNFSF12, CLEC12B, CLEC12A, LPPR2, MARCO, C10orf54, TMEM71, SLC46A2, KCNQ1, MBOAT7, GPER, TNFRSF10B, CCR2, AGTRAP, CECR6, IL6R, TMEM154, LRRC33, TMTC2, ABCA1, SPNS1, P2RX1, VSTM1, BRI3, TMEM55A, PYCARD, GLIPR1, PTGIR, P2RY2, SLC40A1, ANO10, PTPRE, GPR133, XCL1, CCL4, CTSG, AZU1, CCL2, CCL1, CCL7, CCL23, CCL18, RPS19, CCL4L1, CCL24, CCL3L1, CCL3, CX3CL1, P0DOX3, CSF1, JAML",4.47,32.26,9.912281143499564e-4,3.0038263884985272
MONOCYTE,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.048,37,426,300,1506,1029,"CD4, CCL5, XCL1, CHST15, FOS, LILRB2, LILRB1, TYROBP, LILRB3, IFI30, SPI1, SLC40A1, SYK, JAML, CCL2, ITGAM, AIF1, C5AR1, IFNGR2, CX3CL1, AZU1, GRN, CD86, CCL3, LGALS1, FCER1G, CTSH, CCL20, SLC11A1, BTK, CD1D, CEBPB, TLR4, CCR2, IL6R, BCL6, FCER1A",2.46,3.6,9.036318067598555e-172,171.0440084908358
MONOCYTE,COMPLEMENT,0.013,5,37,332,153,1029,"CFD, C5AR1, CFP, FPR1, FPR2",3.27,0.49,4.699806136777216e-46,45.32792005599286
MONOCYTE,DENDRITIC CELL,0.081,44,207,293,810,1029,"ITGAX, SIRPA, TYROBP, CD86, LY96, TLR8, CCL5, IL1RN, PRKCD, CSF1R, IL1R2, CSF2RA, ANPEP, RIN2, PLXDC2, CCL8, MGST1, IFNGR2, CCL20, ST3GAL6, RBM47, PDGFC, PGD, FCER1A, EMILIN2, AGPAT9, IGSF6, STAB1, FZD1, MFSD1, PLXND1, SLC31A2, TNFSF13B, NINJ1, IL13RA1, CCL4, IL1B, CCR2, CXCR2, CCR1, ALOX5, NLRP12, SPI1, LTBR",5.43,4.28,8.416858891976164e-107,106.0748499536783
MONOCYTE,EOSINOPHIL,0.053,18,4,319,66,1029,"CCL5, CCL4, CCL18, CCL3, LGALS3, CCL23, CCL1, CCL8, CCL4L1, CCL2, CCL7, CX3CL1, CCL3L1, XCL1, CCL24, FCER1A, BTK, MPL",27.27,1.75,1.3215265042076712e-5,4.878924122342554
MONOCYTE,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.044,38,534,299,1785,1029,"TNFSF13, HHEX, SPI1, TLR4, LYN, ALOX5, BTK, SYK, DUSP6, LY86, CTSG, CCL20, CXCL1, S100A12, RPS19, LGALS3, CCL1, XCL1, CCL8, CCL18, LYZ, SLC11A1, AZU1, CD86, BCL6, NFAM1, PRKCD, MNDA, HCK, FGR, CCR2, CCL2, BST1, MPL, FCER1G, PTX3, LGALS1, FCER1A",2.13,3.69,4.325180170616912e-192,191.36399579675987
MONOCYTE,IMMUNOGLOBULIN MEDIATED RESPONSE,0.031,15,140,322,465,1029,"BTK, CD86, SYK, BCL6, NFAM1, HHEX, TLR4, PRKCD, MNDA, HCK, FGR, SPI1, MPL, FCER1G, PTX3",3.23,1.46,2.802739430587924e-104,103.55241727652371
MONOCYTE,INFLAMMATION,0.048,18,37,319,228,1029,"TNFSF13, FCER1G, STAB1, TYROBP, CARD9, TLR4, APOB48R, AIF1, NLRP3, RXRA, NOD2, PAK1, CCL4, CCL20, IL1B, CXCR2, IL1RN, CD68",7.89,1.75,7.960175917896298e-38,37.09907733435688
MONOCYTE,INNATE IMMUNE SYSTEM,0.272,337,900,0,4113,1029,"TLR5, CD4, FCGR1B, TLR2, FCER1G, LILRB2, LILRB1, CLEC7A, FGR, CD86, MNDA, IRAK3, DUSP6, PAK1, CTSH, TLR4, FOS, LAT2, LY96, HCK, LYN, HLA-DMB, SYK, TLR1, BTK, CD1D, CD36, HLA-DRB4, CYP1B1, PLAUR, PTGS2, RTN1, AGPAT9, FGL2, ITGAM, AIF1, TLR8, ITGAX, SIRPA, TYROBP, CCL5, IL1RN, PRKCD, CSF1R, IL1R2, CSF2RA, ANPEP, RIN2, PLXDC2, CCL8, MGST1, IFNGR2, CCL20, ST3GAL6, RBM47, PDGFC, PGD, FCER1A, EMILIN2, IGSF6, STAB1, FZD1, MFSD1, PLXND1, SLC31A2, TNFSF13B, NINJ1, IL13RA1, RXRA, TNFSF13, CARD9, APOB48R, NLRP3, NOD2, CCL4, IL1B, RARA, PTX3, MYCL1, EPB41L3, DPYSL2, FES, LGALS3, APLP2, LGALS1, FXYD6, KCNE3, FAM198B, HSPA6, CD33, TIMP2, TNFSF12-TNFSF13, C5AR1, MARCH1, FCGR1A, SLC15A3, S100A11, MS4A7, MAFB, S100A12, CPPED1, PLA2G7, PYGL, FCAR, CRISPLD2, RNASE2, TBXAS1, PLBD1, HK3, FPR2, IFI30, AQP9, IMPA2, LRP1, TMEM176A, CSF3R, RBP7, CACNA2D3, MS4A4A, HPSE, KCTD12, SMPDL3A, LST1, SECTM1, CD163, BST1, GLT1D1, TREM1, FBP1, SLC7A7, EMR2, RASSF4, LY86, PLXNB2, LILRB3, QPCT, RNF130, PILRA, NFE2, TNS3, HNMT, GCA, FCN1, TFEC, VNN2, VNN3, NCF1C, GAS2L1, GRN, BLVRB, MS4A6A, CD93, TNFAIP2, CD14, SIRPB1, SORT1, NCF2, NCF1, CCR1, CD302, PTAFR, P2RY13, SPI1, SCPEP1, ADAP2, S100A9, S100A8, CST3, KIAA0513, MTMR11, CSTA, ASGR1, ASGR2, LGALS2, PRAM1, KIAA1598, CDA, SGK1, LMO2, ALDH2, CLEC4E, CYFIP1, MPEG1, NLRP12, MEGF9, F13A1, ALDH1A1, SERPINA1, CEBPA, KYNU, RAB32, RAB31, CEBPD, SEPX1, SIGLEC7, SULF2, MYOF, KLF4, FPR1, FCGRT, ALOX5, NRGN, FCGR2A, CYBB, PADI2, CPVL, DMXL2, AOAH, CHST15, CFD, SLC11A1, CLEC4A, ZNF467, TYMP, SIGLEC9, LILRA6, TGFBI, LILRA5, LILRA2, LILRA3, CFP, LILRA1, FZD2, IL8, CXCL1, DRAM1, G0S2, SOD2, BASP1, MARCKS, FAM129A, CEBPB, MAML3, IER3, GPR109B, BCL6, EMR1, AMICA1, DOCK5, ARHGEF10L, LTBR, TNFRSF1B, LRRK2, DPYD, MGAM, LYZ, DOK3, EVI5, MYO1F, FGD4, HHEX, HAL, DYSF, RNASE6, SLC24A4, VNN1, NAIP, RHOU, CD68, CXCR2, NACC2, SMARCD3, PADI4, TMEM176B, SAMHD1, CTSS, ACPP, F5, STEAP4, C19orf59, ACSL1, C1orf162, MOSC1, PID1, MPP1, MCTP1, S1PR3, SLC16A3, NFAM1, APCDD1, PECAM1, CYBRD1, TNFSF12, CLEC12B, CLEC12A, LPPR2, MARCO, C10orf54, TMEM71, SLC46A2, KCNQ1, MBOAT7, GPER, TNFRSF10B, CCR2, AGTRAP, CECR6, IL6R, TMEM154, LRRC33, TMTC2, ABCA1, SPNS1, P2RX1, VSTM1, BRI3, TMEM55A, PYCARD, GLIPR1, PTGIR, P2RY2, SLC40A1, ANO10, PTPRE, GPR133, XCL1, MPL, CCL1, CCL3, CCL4L1, CCL3L1, CCL18, CCL2, CX3CL1, CCL24, CCL7, CCL23, CSF1, AZU1, HYAL2, MT1G, SPACA3, P0DOX3, CTSG, FLT1, RPS19, JAML",8.19,32.75,1,-0
MONOCYTE,LYMPHOCYTE,0.002,1,69,336,210,1029,CCL4,0.48,0.1,5.675464785284471e-78,77.24599856666016
MONOCYTE,MACROPHAGE,0.028,10,25,327,105,1029,"SLC11A1, TLR4, SYK, CCL2, LGALS3, AZU1, CCL5, CCL3, CSF1, CCR2",9.52,0.97,7.162651243476962e-31,30.144926194551395
MONOCYTE,MAST CELL,0.011,4,20,333,72,1029,"BTK, S100A12, SYK, FCER1A",5.56,0.39,3.9318266938937806e-29,28.405405633145183
MONOCYTE,MYELOID CELL,0.093,35,302,40,1029,225,"SLC15A3, KCTD12, SECTM1, TLR4, TLR8, CD1D, SLC7A7, TLR5, CD14, CCR1, FCER1G, NLRP3, CSF1R, CD86, MTMR11, ASGR1, PRAM1, MPEG1, IGSF6, SIGLEC7, SULF2, MYOF, CHST15, CLEC4A, LILRA1, IL1RN, MARCKS, BCL6, AMICA1, HHEX, RNASE6, SLC24A4, F5, MARCO, CCR2",3.4,15.56,1.8130157948170073e-33,32.74159841235679
