Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
MONOCYTE,NEUTROPHIL,0.138,59,278,92,1029,462,"LGALS3, HSPA6, C5AR1, S100A12, TYROBP, PYGL, FCAR, FPR2, IMPA2, CSF3R, SYK, GLT1D1, TREM1, NFE2, VNN2, VNN3, BTK, PTAFR, FCER1G, CDA, NLRP12, SEPX1, FPR1, PRKCD, FCGR2A, CFD, LILRA2, CXCL1, G0S2, BASP1, GPR109B, MGAM, CXCR2, STEAP4, PECAM1, MBOAT7, CCR2, IL6R, SLC40A1, AZU1, CSF1, CCL3L1, CX3CL1, CCL3, CCL18, CCL1, CCL7, CTSG, XCL1, CCL5, CCL2, CCL23, CCL4, CCL4L1, CCL24, CCL20, CCL8, JAML, MPL",5.73,12.77,1.5263237975875091e-53,52.81635332444905
MONOCYTE,NK CELL,0.006,3,334,136,1029,432,"XCL1, CCL5, CCL4",0.29,0.69,6.269783207047291e-117,116.20274747569414
MONOCYTE,SIGNALING,0.052,23,314,106,1029,387,"HCK, TIMP2, CCR1, RARA, IL8, CXCL1, G0S2, IL1B, DUSP6, BCL6, PTX3, CARD9, FCER1A, CCL18, CCL1, CCL7, XCL1, CCL5, CCL2, CCL23, CCL4, CCL20, CCL8",2.24,5.94,5.1824499654509414e-80,79.28546488215903
MONOCYTE,T CELL,0.041,30,307,402,1029,1500,"LGALS1, TYROBP, IFI30, SYK, TLR4, CD1D, LILRB3, LILRB2, LILRB1, BTK, FCER1G, SPI1, CD86, CTSH, CHST15, SLC11A1, FOS, CEBPB, BCL6, CD4, CCR2, FCER1A, IL6R, SLC40A1, CCL3, XCL1, CCL5, CCL2, CCL20, JAML",2.92,2,3.206176641081519e-174,173.49401255430448
MYELOID CELL,ADAPTIVE IMMUNE SYSTEM,0.013,13,936,62,3078,225,"CHST15, IL23A, HHEX, TLR4, EGF, CD86, BCL6, IL10, FCER1G, CXCL12, FKBP1B, CD1D, CCR2",0.42,5.78,1.3647919236054839e-86,85.86493355618238
MYELOID CELL,IMMUNE SYSTEM,0.035,7,126,68,399,225,"TLR5, FCER1G, CD86, TLR4, TLR7, CD1D, TLR8",1.75,3.11,4.618346506301285e-46,45.33551348585602
MYELOID CELL,ANTIMICROBIAL,0.007,1,62,74,189,225,CXCL12,0.53,0.44,9.812068717391387e-39,38.008239418936974
MYELOID CELL,ANTIVIRAL & IFN,0.014,3,144,72,453,225,"TLR4, SFN, LAMC2",0.66,1.33,6.879672751462383e-55,54.16243221955725
MYELOID CELL,ARPP,0.037,14,305,61,1053,225,"TLR5, FCER1G, CD86, TLR4, TLR7, CD1D, TLR8, CD14, CCR2, CCR1, IL6, ASGR1, BCL6, THBS1",1.33,6.22,1.993653613423661e-57,56.70035029579692
MYELOID CELL,B CELL,0.013,7,466,68,1650,225,"HHEX, TLR4, EGF, CD86, BCL6, IL10, FCER1G",0.42,3.11,5.554521581340676e-79,78.25535334149926
MYELOID CELL,LEUKOCYTES,0.056,75,1258,0,7419,225,"IL23A, IL1RN, CSF1R, CD86, CLEC5A, SLC1A3, IGSF6, SLC15A3, KCTD12, SECTM1, TLR4, TLR8, CD1D, SLC7A7, TLR5, CD14, CCR1, FCER1G, NLRP3, MTMR11, ASGR1, PRAM1, MPEG1, SIGLEC7, SULF2, MYOF, CHST15, CLEC4A, LILRA1, MARCKS, BCL6, AMICA1, HHEX, RNASE6, SLC24A4, F5, MARCO, CCR2, IL10, MMP19, IL6, LAMC2, MMP9, EDN1, SFN, LAMB3, GSN, LIN7A, MYH10, PTGS1, EHD3, PCSK6, CHI3L1, EGF, ITGA2B, MMRN1, THBS1, SPARC, SLC8A1, PDGFA, ITGB3, PROS1, TF, CLU, CXCL12, ACTN1, FKBP1B, TLR7, SNCA, SELP, LRRC25, GPBAR1, SIGLEC16, SLC2A6, MS4A14",1.01,33.33,1,-0
MYELOID CELL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.025,13,450,62,1506,225,"CHST15, IL23A, SNCA, CLU, CD86, CXCL12, FCER1G, FKBP1B, CD1D, TLR4, CCR2, BCL6, IL10",0.86,5.78,3.79904041585464e-68,67.42032608620593
MYELOID CELL,COMPLEMENT,0.017,2,40,73,153,225,"PROS1, CLU",1.31,0.89,5.958269763075256e-29,28.224879837817383
MYELOID CELL,DENDRITIC CELL,0.032,10,241,65,810,225,"CD86, TLR8, IL23A, IL1RN, CSF1R, CLEC5A, SLC1A3, IGSF6, CCR2, CCR1",1.23,4.44,2.6977330813212783e-57,56.56900102243425
MYELOID CELL,EOSINOPHIL,0,0,22,75,66,225,,0,0,2.8989180079240216e-22,21.53776406791845
MYELOID CELL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.014,9,563,66,1785,225,"HHEX, TLR4, EGF, CXCL12, CD86, BCL6, IL10, CCR2, FCER1G",0.5,4,1.6963449204226667e-80,79.7704858373352
MYELOID CELL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.027,6,149,69,465,225,"CD86, BCL6, IL10, HHEX, TLR4, FCER1G",1.29,2.67,2.9482842470950115e-51,50.53043064801996
MYELOID CELL,INFLAMMATION,0.04,5,50,70,228,225,"FCER1G, TLR4, NLRP3, IL10, IL1RN",2.19,2.22,1.394232914993963e-29,28.855664668672016
MYELOID CELL,INNATE IMMUNE SYSTEM,0.061,75,1162,0,4113,225,"TLR5, FCER1G, CD86, TLR4, TLR7, CD1D, TLR8, IL23A, IL1RN, CSF1R, CLEC5A, SLC1A3, IGSF6, NLRP3, SFN, LAMC2, SLC15A3, KCTD12, SECTM1, SLC7A7, CD14, CCR1, MTMR11, ASGR1, PRAM1, MPEG1, SIGLEC7, SULF2, MYOF, CHST15, CLEC4A, LILRA1, MARCKS, BCL6, AMICA1, HHEX, RNASE6, SLC24A4, F5, MARCO, CCR2, IL10, MMP19, IL6, MMP9, EDN1, LAMB3, GSN, LIN7A, MYH10, PTGS1, EHD3, PCSK6, CHI3L1, EGF, ITGA2B, MMRN1, THBS1, SPARC, SLC8A1, PDGFA, ITGB3, PROS1, TF, CLU, CXCL12, ACTN1, FKBP1B, SNCA, SELP, LRRC25, GPBAR1, SIGLEC16, SLC2A6, MS4A14",1.82,33.33,1,-0
MYELOID CELL,LYMPHOCYTE,0.007,1,69,74,210,225,IL23A,0.48,0.44,5.354276372301507e-41,40.271299215542115
MYELOID CELL,MACROPHAGE,0.019,2,33,73,105,225,"TLR4, CCR2",1.9,0.89,9.676446838630956e-26,25.014284085011376
MYELOID CELL,MAST CELL,0,0,24,75,72,225,,0,0,1.649353473896169e-23,22.782686260479295
MYELOID CELL,MONOCYTE,0.093,35,302,40,1029,225,"SLC15A3, KCTD12, SECTM1, TLR4, TLR8, CD1D, SLC7A7, TLR5, CD14, CCR1, FCER1G, NLRP3, CSF1R, CD86, MTMR11, ASGR1, PRAM1, MPEG1, IGSF6, SIGLEC7, SULF2, MYOF, CHST15, CLEC4A, LILRA1, IL1RN, MARCKS, BCL6, AMICA1, HHEX, RNASE6, SLC24A4, F5, MARCO, CCR2",3.4,15.56,1.8130157948170073e-33,32.74159841235679
MYELOID CELL,NEUTROPHIL,0.018,4,71,147,225,462,"LIN7A, CCR2, CHI3L1, FCER1G",1.78,0.87,7.958955020318477e-54,53.09914394968709
MYELOID CELL,NK CELL,0,0,75,139,225,432,,0,0,1.1056034090323185e-59,58.956400630858404
MYELOID CELL,SIGNALING,0.046,9,66,120,225,387,"IL23A, IL10, IL6, LAMC2, SFN, TF, CXCL12, BCL6, CCR1",4,2.33,1.3121407247671507e-42,41.88201958514905
MYELOID CELL,T CELL,0.022,11,64,421,225,1500,"IL23A, IL10, CCR2, FCER1G, CXCL12, FKBP1B, TLR4, BCL6, CD1D, CD86, CHST15",4.89,0.73,1.343945872106745e-69,68.871618222293165
NEUTROPHIL,ADAPTIVE IMMUNE SYSTEM,0.039,41,908,110,3078,462,"CCL5, XCL1, CXADR, TYROBP, SLC40A1, CCL4, BTK, SYK, VAV1, MCOLN2, BTNL8, HMGB1, PIK3CG, ADAM17, NCKAP1L, PRKCD, IL15, FCER1G, JAML, CCL2, MPL, AXL, MERTK, CCL3, CCL18, CCL7, CX3CL1, CCL4L1, CCL1, CCL3L1, SAA1, CCL8, CCL24, CCL20, CCL23, LBP, F2RL1, EMP2, PDE4B, CCR2, IL6R",1.33,8.87,1.6627898690466453e-115,114.77916263020295
NEUTROPHIL,IMMUNE SYSTEM,0.014,4,129,147,399,462,"NCKAP1L, FCER1G, SYK, BTK",1,0.87,3.18755064307567e-76,75.49654290653176
NEUTROPHIL,ANTIMICROBIAL,0.097,19,44,132,189,462,"CAMP, CCL20, CXCL1, CXCL2, S100A12, CXCL8, CXCL9, LGALS3, PF4V1, CCL1, CXCL6, CXCL3, CXCL5, XCL1, CCL8, F2, CCL18, PRTN3, AZU1",10.05,4.11,5.424935514772883e-29,28.265605419828695
NEUTROPHIL,ANTIVIRAL & IFN,0.072,20,127,131,453,462,"NLRP6, CCL5, CCL4, CCL8, CCL1, CCL3, CCL4L1, CCL3L1, CCL18, CCL2, FCAR, CX3CL1, XCL1, CCL20, STXBP3, CCL24, CCL7, CCL23, ELANE, ANXA3",4.42,4.33,2.8681140951166883e-58,57.54240357619322
NEUTROPHIL,ARPP,0.127,53,266,98,1053,462,"NCKAP1L, FCER1G, SYK, BTK, LBP, CCR2, CXCR2, CXCR1, HMGB1, PIK3CG, CCL5, NLRP12, FCGR3A, EDN2, CCL2, LGALS3, AZU1, SAA1, CCL3, CSF1, MCOLN2, BCR, CCL3L1, CX3CL1, IL6R, CCL18, CCL1, CCL7, CTSG, XCL1, CCL23, CCL4, CCL4L1, CCL24, CCL20, CCL8, S100A12, JAML, PECAM1, MPL, HSPA6, NCF4, C5AR1, KCNJ15, TYROBP, MGAM, NFE2, FPR2, FCAR, NPL, FPR1, CSF3R, SLC40A1",5.03,11.47,8.320554521835595e-57,56.07984772926839
NEUTROPHIL,B CELL,0.016,10,463,141,1650,462,"BTK, SYK, VAV1, CXADR, ADAM17, NCKAP1L, PRKCD, MPL, FCER1G, LBP",0.61,2.16,6.744238462384182e-128,127.17106708235326
NEUTROPHIL,LEUKOCYTES,0.096,130,1203,21,7419,462,"CCL5, PRKCD, CXCL2, CCL8, CCL20, ACE, LGALS3, HSPA6, C5AR1, S100A12, TYROBP, PYGL, FCAR, FPR2, IMPA2, CSF3R, SYK, GLT1D1, TREM1, NFE2, VNN2, VNN3, BTK, PTAFR, FCER1G, CDA, NLRP12, SEPX1, FPR1, FCGR2A, CFD, LILRA2, CXCL1, G0S2, BASP1, GPR109B, MGAM, CXCR2, STEAP4, PECAM1, MBOAT7, CCR2, IL6R, SLC40A1, LIN7A, CHI3L1, NCF4, EMR3, FCGR3A, S100P, FCGR3B, TNFRSF10C, MGC31957, CYP4F3, MXD1, DGAT2, RGL4, REPS2, CXCR1, KRT23, KCNJ15, LRRC4, CREB5, CMTM2, MANSC1, FFAR2, RNF24, LRG1, ST6GALNAC2, ORM1, MME, PROK2, PFKFB4, SLC22A4, GPR97, ALPL, GNG10, CCR3, F2RL1, NPL, ARAP3, DENND3, BTNL8, FRAT2, TSPAN2, BEST1, FLJ10357, IL18RAP, XCL1, CCL4, ELANE, CTSG, AZU1, CAMP, PRTN3, CD177, ANXA3, CCL2, CCL1, CCL7, CCL23, CXCL3, CXCL5, CXCL6, CCL18, CXCL9, IL15, CXCL8, PF4V1, F2, ITGA1, VAV1, CCL4L1, CCL24, PIK3CG, CCL3L1, CCL3, CX3CL1, JAGN1, HMGB1, CSF1, LBP, JAML, MCOLN2, NLRP6, GP2, AXL, SCNN1B, PPIA, PDE4B",1.75,28.14,2.684634244399686e-21,20.571114874381202
NEUTROPHIL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.046,27,436,124,1506,462,"CCL5, XCL1, CXADR, TYROBP, SLC40A1, SYK, IL15, JAML, CCL2, C5AR1, CX3CL1, AZU1, NCKAP1L, PIK3CG, VAV1, F2RL1, CCL3, ADAM17, FCER1G, EMP2, CCL20, BTK, PDE4B, BTNL8, HMGB1, CCR2, IL6R",1.79,5.84,4.7132957238526407e-101,100.32667531067358
NEUTROPHIL,COMPLEMENT,0.021,4,38,147,153,462,"CFD, C5AR1, FPR1, FPR2",2.61,0.87,9.912908529875503e-36,35.003798901201236
NEUTROPHIL,DENDRITIC CELL,0.039,15,236,136,810,462,"TYROBP, CCL5, PRKCD, CXCL2, CCL8, CCL20, ACE, CCL4, PDE4B, CCR2, CXCR2, CXCR1, HMGB1, PIK3CG, NLRP12",1.85,3.25,4.6069443297943775e-88,87.33658703571979
NEUTROPHIL,EOSINOPHIL,0.116,18,4,133,66,462,"CCL5, CCL4, CCL18, CCL3, LGALS3, CCL23, CCL1, CCL8, CCL4L1, CCL2, CCL7, CX3CL1, CCL3L1, XCL1, CCL24, VAMP7, BTK, MPL",27.27,3.9,3.1625553447185305e-4,3.4999618655961906
NEUTROPHIL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.046,32,540,119,1785,462,"BTK, SYK, VAV1, CXADR, CAMP, CTSG, CCL20, CXCL1, CXCL2, S100A12, CXCL8, CXCL9, LGALS3, PF4V1, CCL1, CXCL6, CXCL3, CXCL5, XCL1, CCL8, F2, CCL18, PRTN3, AZU1, ADAM17, NCKAP1L, PRKCD, CCR2, CCL2, MPL, FCER1G, LBP",1.79,6.93,2.0272605938780517e-104,103.69309042140618
NEUTROPHIL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.03,9,146,142,465,462,"BTK, SYK, ADAM17, NCKAP1L, PRKCD, VAV1, MPL, FCER1G, LBP",1.94,1.95,9.953005257564907e-75,74.00204576651929
NEUTROPHIL,INFLAMMATION,0.046,9,46,142,228,462,"FCER1G, TYROBP, CCL4, CCL20, PDE4B, NLRP6, ELANE, CXCR2, HMGB1",3.95,1.95,3.0161133487975085e-36,35.520552341239835
NEUTROPHIL,INNATE IMMUNE SYSTEM,0.122,151,1086,0,4113,462,"NCKAP1L, FCER1G, SYK, BTK, TYROBP, CCL5, PRKCD, CXCL2, CCL8, CCL20, ACE, CCL4, PDE4B, ELANE, ANXA3, LGALS3, HSPA6, C5AR1, S100A12, PYGL, FCAR, FPR2, IMPA2, CSF3R, GLT1D1, TREM1, NFE2, VNN2, VNN3, PTAFR, CDA, NLRP12, SEPX1, FPR1, FCGR2A, CFD, LILRA2, CXCL1, G0S2, BASP1, GPR109B, MGAM, CXCR2, STEAP4, PECAM1, MBOAT7, CCR2, IL6R, SLC40A1, LIN7A, CHI3L1, NCF4, EMR3, FCGR3A, S100P, FCGR3B, TNFRSF10C, MGC31957, CYP4F3, MXD1, DGAT2, RGL4, REPS2, CXCR1, KRT23, KCNJ15, LRRC4, CREB5, CMTM2, MANSC1, FFAR2, RNF24, LRG1, ST6GALNAC2, ORM1, MME, PROK2, PFKFB4, SLC22A4, GPR97, ALPL, GNG10, CCR3, F2RL1, NPL, ARAP3, DENND3, BTNL8, FRAT2, TSPAN2, BEST1, FLJ10357, IL18RAP, XCL1, IL15, HMGB1, NLRP6, GP2, MPL, LBP, CCL1, CCL3, CCL4L1, CCL3L1, CCL18, CCL2, CX3CL1, STXBP3, CCL24, CCL7, CCL23, PIK3CG, VAMP7, CAMP, CSF1, CD177, MCOLN2, AXL, EDN2, AZU1, SAA1, BCR, CTSG, JAML, MERTK, EMP2, CXCL8, KMT2E, CXCL6, DNASE1, SCNN1B, CXCL9, SRP54, ITGA1, TGFB2, EDN3, PPIB, DPEP1, CD300H, VAV1, CXCL3, BSG, CXCL5, PF4V1, CXADR, PPIA, PRTN3, MTHFD1, ADAM17, JAGN1, F2",3.67,32.68,1,-0
NEUTROPHIL,LYMPHOCYTE,0.005,1,69,150,210,462,CCL4,0.48,0.22,4.524867347071446e-57,56.344394148233214
NEUTROPHIL,MACROPHAGE,0.081,14,21,137,105,462,"FCGR3A, EDN2, SYK, LBP, CCL2, LGALS3, AZU1, CCL5, SAA1, CCL3, CSF1, MCOLN2, BCR, CCR2",13.33,3.03,4.790580058870643e-18,17.319611897626217
NEUTROPHIL,MAST CELL,0.023,4,20,147,72,462,"BTK, S100A12, PIK3CG, SYK",5.56,0.87,1.7971597420352802e-22,21.74541331854983
NEUTROPHIL,MONOCYTE,0.138,59,278,92,1029,462,"LGALS3, HSPA6, C5AR1, S100A12, TYROBP, PYGL, FCAR, FPR2, IMPA2, CSF3R, SYK, GLT1D1, TREM1, NFE2, VNN2, VNN3, BTK, PTAFR, FCER1G, CDA, NLRP12, SEPX1, FPR1, PRKCD, FCGR2A, CFD, LILRA2, CXCL1, G0S2, BASP1, GPR109B, MGAM, CXCR2, STEAP4, PECAM1, MBOAT7, CCR2, IL6R, SLC40A1, AZU1, CSF1, CCL3L1, CX3CL1, CCL3, CCL18, CCL1, CCL7, CTSG, XCL1, CCL5, CCL2, CCL23, CCL4, CCL4L1, CCL24, CCL20, CCL8, JAML, MPL",5.73,12.77,1.5263237975875091e-53,52.81635332444905
NEUTROPHIL,MYELOID CELL,0.018,4,71,147,225,462,"LIN7A, CCR2, CHI3L1, FCER1G",1.78,0.87,7.958955020318477e-54,53.09914394968709
NEUTROPHIL,NK CELL,0.043,12,139,127,462,432,"FCGR3A, FCGR3B, IL15, CCL5, IL18RAP, PIK3CG, XCL1, CCL4, MERTK, AXL, VAMP7, EMP2",2.6,2.78,1.6133014733236811e-65,64.79228446958125
NEUTROPHIL,SIGNALING,0.081,21,130,108,462,387,"G0S2, IL15, CCL5, CXCL6, CXCL9, CCL18, CCL8, CCL1, XCL1, PDE4B, CXCL3, CXCL5, CCL4, CCL7, CCL23, CCL20, CCL2, CXCL1, CXCL2, ANXA3, ELANE",4.55,5.43,5.7020184183125524e-52,51.24397138419271
NEUTROPHIL,T CELL,0.043,24,127,408,462,1500,"F2RL1, TYROBP, BTNL8, SLC40A1, IL15, CCL5, FCER1G, SYK, JAML, PIK3CG, CCL3, NCKAP1L, XCL1, PDE4B, VAV1, CXADR, CCL20, CCL2, HMGB1, CCR2, BTK, ADAM17, IL6R, EMP2",5.19,1.6,9.298157705048784e-102,101.03160309206865
NK CELL,ADAPTIVE IMMUNE SYSTEM,0.07,71,878,68,3078,432,"CD247, ZAP70, GIMAP6, TRA@, ITK, PTPRC, KLRB1, CCL5, RASGRP1, CD7, NKG7, TRD@, RORA, EOMES, XCL2, XCL1, SAMD3, NLRC3, PRKCH, GNLY, PRF1, PRKCQ, GIMAP7, GATA3, GZMA, GZMB, CD96, GZMM, GZMH, TIGIT, TARP, KLRK1, CORO1A, SLAMF7, STAT4, IL18R1, FASLG, IL2RB, LAG3, PTPN6, HOPX, PLEKHF1, FGFBP2, TRGC2, GPR114, CCL4, KIT, SH2D2A, GPR18, DLL1, STAT5B, IL2, HLA-E, CX3CR1, KLRC1, KLRC2, RNF19B, IFNA8, PIK3CG, IFNE, CEBPG, SP3, RAB27A, IL15, UNC13D, AXL, TYRO3, MERTK, PBX1, EMP2, IL12B",2.31,16.44,3.552589180164941e-67,66.44945501122811
NK CELL,IMMUNE SYSTEM,0.038,10,123,129,399,432,"PTPN6, PRKCQ, CD247, ZAP70, CARD11, ITK, KLRK1, PTPRC, GIMAP6, HLA-E",2.51,2.31,1.563990569475701e-63,62.80576586996991
NK CELL,ANTIMICROBIAL,0.01,2,61,137,189,432,"GNLY, XCL1",1.06,0.46,1.2086491213600476e-49,48.91769975933288
NK CELL,ANTIVIRAL & IFN,0.032,9,138,130,453,432,"CCL5, CCL4, XCL1, LGALS9, FASLG, KIF5B, IL12B, IFNE, IFNA8",1.99,2.08,6.310081765966525e-69,68.19996501313653
NK CELL,ARPP,0.043,19,300,120,1053,432,"PTPN6, PRKCQ, CD247, ZAP70, CARD11, ITK, KLRK1, PTPRC, GIMAP6, HLA-E, PIK3CG, CCL5, FCGR3A, XCL1, CCL4, LAG3, KLRC1, KLRC2, KLRC3",1.8,4.4,4.085288791425495e-88,87.3887772375185
NK CELL,B CELL,0.025,15,458,124,1650,432,"GPR18, PTPN6, DLL1, RASGRP1, ZAP70, PTPRC, IFNA8, STAT5B, CEBPG, KIT, SP3, IFNE, ITK, IL2RB, GATA3",0.91,3.47,4.17927818328619e-112,111.37889872015926
NK CELL,LEUKOCYTES,0.09,121,1212,18,7419,432,"CCL5, FCGR3A, FCGR3B, TGFBR3, KLRB1, KLRD1, TBX21, PTGDR, CD247, NLRC3, GPR56, MYBL1, ARL4C, KLRF1, STAT4, PLEKHF1, IL18RAP, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, CTSW, CST7, ZAP70, KLRC1, PRKCH, S1PR5, CLIC3, TRD@, GNLY, SH2D2A, FASLG, PRF1, PRKCQ, GIMAP7, GZMA, IL2RB, HOPX, ITK, GZMB, NKG7, CD96, GZMM, GZMH, KLRK1, SLAMF7, TRA@, TARP, CD7, KIR2DL2, KIR2DS4, KIR2DS5, KIR2DS2, KIR2DS3, KIR2DS1, KIR3DL1, KIR2DL5A, KIR3DL3, KIR2DL3, KIR2DL1, PVRIG, KIR2DL4, KIR3DS1, CARD11, CD244, KLRC3, PPP1R16B, RASGRP1, CCL4, CX3CR1, GPR18, TIGIT, C1orf21, GIMAP6, TRGC2, MATK, PTPN4, PDGFRB, TNFSF11, IL12RB2, TNFSF14, SLC7A5, ADRB2, ATP9A, TIE1, NCAM1, ELOVL6, PTGER2, SLCO4C1, GPR82, ENPP5, IL18R1, NCR1, DLL1, TMEM64, CD97, SYNGR3, RARRES3, KIT, ATP8B4, GPR114, HAVCR2, IL15, HLA-E, IFNA8, GATA3, IFNE, CEBPG, PIK3CG, RAET1G, IL2, BAG6, LGALS9, KLRC2, RNF19B, AXL, LAG3, PRDX1, CORO1A",1.63,28.01,5.92111930207986e-19,18.22759618841758
NK CELL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.111,60,403,79,1506,432,"CD247, ZAP70, GIMAP6, TRA@, ITK, PTPRC, KLRB1, CCL5, RASGRP1, CD7, NKG7, TRD@, RORA, EOMES, XCL2, XCL1, SAMD3, NLRC3, PRKCH, GNLY, PRF1, PRKCQ, GIMAP7, GATA3, GZMA, GZMB, CD96, GZMM, GZMH, TIGIT, TARP, KLRK1, CORO1A, SLAMF7, STAT4, IL18R1, FASLG, IL2RB, LAG3, PTPN6, HOPX, PLEKHF1, FGFBP2, TRGC2, GPR114, STAT5B, IL2, HLA-E, KLRC1, RAB27A, IL15, CX3CR1, PIK3CG, IFNE, IFNA8, KIT, SP3, EMP2, IL12B, PBX1",3.98,13.89,4.7234460251670207e-57,56.32574104296387
NK CELL,COMPLEMENT,0,0,42,139,153,432,,0,0,3.71543928374589e-42,41.42998983137088
NK CELL,DENDRITIC CELL,0.013,5,246,134,810,432,"CCL5, STAT4, CCL4, PIK3CG, LAG3",0.62,1.16,8.358747259997633e-99,98.07785880615401
NK CELL,EOSINOPHIL,0.025,4,18,135,66,432,"CCL5, CCL4, XCL1, VAMP7",6.06,0.93,3.839328360744677e-20,19.415744743011246
NK CELL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.027,19,553,120,1785,432,"GPR18, PTPN6, DLL1, HLA-E, GNLY, XCL1, RASGRP1, ZAP70, PTPRC, IFNA8, STAT5B, CEBPG, KIT, SP3, IFNE, ITK, GATA3, IL2RB, PBX1",1.06,4.4,7.063048766085275e-115,114.15100779519742
NK CELL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.046,13,142,126,465,432,"RASGRP1, ZAP70, PTPRC, IFNA8, STAT5B, CEBPG, KIT, SP3, IFNE, ITK, PTPN6, IL2RB, GATA3",2.8,3.01,1.5691377319241847e-65,64.80433893430384
NK CELL,INFLAMMATION,0.016,3,52,136,228,432,"STAT4, CCL4, RASGRP1",1.32,0.69,1.1004953518660063e-43,42.95841178742523
NK CELL,INNATE IMMUNE SYSTEM,0.112,139,1098,0,4113,432,"PTPN6, PRKCQ, CD247, ZAP70, CARD11, ITK, KLRK1, PTPRC, GIMAP6, HLA-E, CCL5, STAT4, CCL4, IFNA8, FCGR3A, FCGR3B, TGFBR3, KLRB1, KLRD1, TBX21, PTGDR, NLRC3, GPR56, MYBL1, ARL4C, KLRF1, PLEKHF1, IL18RAP, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, CTSW, CST7, KLRC1, PRKCH, S1PR5, CLIC3, TRD@, GNLY, SH2D2A, FASLG, PRF1, GIMAP7, GZMA, IL2RB, HOPX, GZMB, NKG7, CD96, GZMM, GZMH, SLAMF7, TRA@, TARP, CD7, KIR2DL2, KIR2DS4, KIR2DS5, KIR2DS2, KIR2DS3, KIR2DS1, KIR3DL1, KIR2DL5A, KIR3DL3, KIR2DL3, KIR2DL1, PVRIG, KIR2DL4, KIR3DS1, CD244, KLRC3, PPP1R16B, RASGRP1, CX3CR1, GPR18, TIGIT, C1orf21, TRGC2, MATK, PTPN4, PDGFRB, TNFSF11, IL12RB2, TNFSF14, SLC7A5, ADRB2, ATP9A, TIE1, NCAM1, ELOVL6, PTGER2, SLCO4C1, GPR82, ENPP5, IL18R1, NCR1, DLL1, TMEM64, CD97, SYNGR3, RARRES3, KIT, ATP8B4, GPR114, HAVCR2, IL15, RAB27A, RAET1G, LGALS9, KIF5B, IL12B, PIK3CG, VAMP7, UNC13D, KLRC2, GATA3, CORO1A, AXL, STAT5B, PRDX1, BAG6, IL2, IFNE, KLRF2, KAT7, SP3, PBX1, MERTK, TYRO3, LAG3, TUBB4B, PLEKHM2, CEBPG, RNF19B, CLEC2A, EMP2",3.38,32.18,1,-0
NK CELL,LYMPHOCYTE,0.02,4,66,135,210,432,"CCL4, KIT, SH2D2A, CD7",1.9,0.93,1.765467038681067e-49,48.7531403863153
NK CELL,MACROPHAGE,0.012,2,33,137,105,432,"FCGR3A, CCL5",1.9,0.46,2.3274376399968265e-33,32.63312194642313
NK CELL,MAST CELL,0.025,4,20,135,72,432,"KIT, PIK3CG, RASGRP1, STAT5B",5.56,0.93,8.436069003785842e-22,21.073859876556917
NK CELL,MONOCYTE,0.006,3,334,136,1029,432,"XCL1, CCL5, CCL4",0.29,0.69,6.269783207047291e-117,116.20274747569414
NK CELL,MYELOID CELL,0,0,75,139,225,432,,0,0,1.1056034090323185e-59,58.956400630858404
NK CELL,NEUTROPHIL,0.043,12,139,127,462,432,"FCGR3A, FCGR3B, IL15, CCL5, IL18RAP, PIK3CG, XCL1, CCL4, MERTK, AXL, VAMP7, EMP2",2.6,2.78,1.6133014733236811e-65,64.79228446958125
NK CELL,SIGNALING,0.023,6,133,123,432,387,"CCL5, XCL1, SLAMF7, CCL4, IFNA8, IL15",1.39,1.55,2.5365094178628534e-68,67.59576352084184
NK CELL,T CELL,0.113,58,81,374,432,1500,"KLRB1, CCL5, CD247, NLRC3, STAT4, PLEKHF1, RORA, EOMES, XCL2, XCL1, FGFBP2, SAMD3, ZAP70, KLRC1, PRKCH, TRD@, GNLY, FASLG, PRF1, PRKCQ, GIMAP7, GZMA, IL2RB, HOPX, ITK, GZMB, NKG7, CD96, GZMM, GZMH, KLRK1, SLAMF7, TRA@, TARP, CD7, RASGRP1, TIGIT, GIMAP6, TRGC2, IL18R1, KIT, GPR114, IL12B, GATA3, IL2, IFNA8, IFNE, PIK3CG, RAB27A, CORO1A, SP3, PTPRC, STAT5B, IL15, PTPN6, LAG3, EMP2, HLA-E",13.43,3.87,9.797835420940756e-57,56.00886985987638
