"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY","FCER1G","Fc receptor, Pathway","Adaptive","Tolerance","Undefined","GO:0002431",1
"FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY","LYN","Fc receptor, Pathway","Adaptive","Tolerance","Undefined","GO:0002431",1
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","LIMK1","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","VAV2","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","SRC","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","VAV1","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","SYK","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","ABL1","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PRKCE","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","MYO1G","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","HCK","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PTK2","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PRKCD","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","FGR","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PLPP4","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","FCGR2B","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","FYN","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","LYN","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PAK1","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PLD2","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","YES1","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","PLA2G6","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","VAV3","Fc-gR signaling, phagocytosis","Adaptive","Humoral","B cell","GO:0038096",14
"FOLLICULAR B CELL DIFFERENTIATION","FCGR2B","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4
"FOLLICULAR B CELL DIFFERENTIATION","IRF8","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4
"FOLLICULAR B CELL DIFFERENTIATION","SPI1","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4
"FOLLICULAR B CELL DIFFERENTIATION","PLCG2","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4
"GAMMA-DELTA T CELL ACTIVATION","ITK","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","CXADR","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","JAML","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","CD3G","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","CD247","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","CD3E","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","MICB","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","TRGC1","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","TRGC2","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","TRDC","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL ACTIVATION","MICA","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7
"GAMMA-DELTA T CELL DIFFERENTIATION","SYK","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GAMMA-DELTA T CELL DIFFERENTIATION","STAT5B","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GAMMA-DELTA T CELL DIFFERENTIATION","TCF7","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GAMMA-DELTA T CELL DIFFERENTIATION","PTPRC","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GAMMA-DELTA T CELL DIFFERENTIATION","JAG2","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GAMMA-DELTA T CELL DIFFERENTIATION","SOX13","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4
"GENERAL","HMSD","General","General","General","General","Manual",698
"GENERAL","HLA-E","General","General","General","General","Manual",698
"GENERAL","TAC1","General","General","General","General","Manual",698
"GENERAL","DEFA4","General","General","General","General","Manual",698
"GENERAL","B2M","General","General","General","General","Manual",698
"GENERAL","DEFB1","General","General","General","General","Manual",698
"GENERAL","SEMG2","General","General","General","General","Manual",698
"GENERAL","CAMP","General","General","General","General","Manual",698
"GENERAL","DEFA1","General","General","General","General","Manual",698
"GENERAL","H2BC10","General","General","General","General","Manual",698
"GENERAL","DEFA3","General","General","General","General","Manual",698
"GENERAL","BPI","General","General","General","General","Manual",698
"GENERAL","RNASE3","General","General","General","General","Manual",698
"GENERAL","RNASE4","General","General","General","General","Manual",698
"GENERAL","WFDC13","General","General","General","General","Manual",698
"GENERAL","CTSG","General","General","General","General","Manual",698
"GENERAL","DEFA6","General","General","General","General","Manual",698
"GENERAL","WFDC11","General","General","General","General","Manual",698
"GENERAL","H2BC12L","General","General","General","General","Manual",698
"GENERAL","RPL39","General","General","General","General","Manual",698
"GENERAL","WFDC3","General","General","General","General","Manual",698
"GENERAL","PI3","General","General","General","General","Manual",698
"GENERAL","FAU","General","General","General","General","Manual",698
"GENERAL","DEFA5","General","General","General","General","Manual",698
"GENERAL","ADM","General","General","General","General","Manual",698
"GENERAL","WFDC9","General","General","General","General","Manual",698
"GENERAL","SPRR2A","General","General","General","General","Manual",698
"GENERAL","WFDC10B","General","General","General","General","Manual",698
"GENERAL","NCR3LG1","General","General","General","General","Manual",698
"GENERAL","FCGR3A","General","General","General","General","Manual",698
"GENERAL","FCGR1A","General","General","General","General","Manual",698
"GENERAL","FAM3A","General","General","General","General","Manual",698
"GENERAL","CD19","General","General","General","General","Manual",698
"GENERAL","BCAR1","General","General","General","General","Manual",698
"GENERAL","LAX1","General","General","General","General","Manual",698
"GENERAL","CXCL14","General","General","General","General","Manual",698
"GENERAL","CXCL12","General","General","General","General","Manual",698
"GENERAL","CCL20","General","General","General","General","Manual",698
"GENERAL","DEFB130A","General","General","General","General","Manual",698
"GENERAL","TOR2A","General","General","General","General","Manual",698
"GENERAL","CXCL1","General","General","General","General","Manual",698
"GENERAL","DEFB131A","General","General","General","General","Manual",698
"GENERAL","REG1B","General","General","General","General","Manual",698
"GENERAL","ROMO1","General","General","General","General","Manual",698
"GENERAL","NTS","General","General","General","General","Manual",698
"GENERAL","CXCL2","General","General","General","General","Manual",698
"GENERAL","HAMP","General","General","General","General","Manual",698
"GENERAL","S100A12","General","General","General","General","Manual",698
"GENERAL","CXCL8","General","General","General","General","Manual",698
"GENERAL","CXCL9","General","General","General","General","Manual",698
"GENERAL","REG3A","General","General","General","General","Manual",698
"GENERAL","GNLY","General","General","General","General","Manual",698
"GENERAL","RPS19","General","General","General","General","Manual",698
"GENERAL","REG3G","General","General","General","General","Manual",698
"GENERAL","RPL30","General","General","General","General","Manual",698
"GENERAL","LGALS3","General","General","General","General","Manual",698
"GENERAL","PF4V1","General","General","General","General","Manual",698
"GENERAL","SPAG11A","General","General","General","General","Manual",698
"GENERAL","CCL1","General","General","General","General","Manual",698
"GENERAL","HTN1","General","General","General","General","Manual",698
"GENERAL","DEFB103A","General","General","General","General","Manual",698
"GENERAL","SPAG11B","General","General","General","General","Manual",698
"GENERAL","CXCL6","General","General","General","General","Manual",698
"GENERAL","CXCL3","General","General","General","General","Manual",698
"GENERAL","NPPB","General","General","General","General","Manual",698
"GENERAL","CXCL5","General","General","General","General","Manual",698
"GENERAL","XCL1","General","General","General","General","Manual",698
"GENERAL","CCL8","General","General","General","General","Manual",698
"GENERAL","HTN3","General","General","General","General","Manual",698
"GENERAL","S100A7","General","General","General","General","Manual",698
"GENERAL","DCD","General","General","General","General","Manual",698
"GENERAL","F2","General","General","General","General","Manual",698
"GENERAL","CCL18","General","General","General","General","Manual",698
"GENERAL","PRTN3","General","General","General","General","Manual",698
"GENERAL","BCL3","General","General","General","General","Manual",698
"GENERAL","LYZ","General","General","General","General","Manual",698
"GENERAL","CST9LP1","General","General","General","General","Manual",698
"GENERAL","CST9","General","General","General","General","Manual",698
"GENERAL","SLC11A1","General","General","General","General","Manual",698
"GENERAL","PRSS3","General","General","General","General","Manual",698
"GENERAL","AZU1","General","General","General","General","Manual",698
"GENERAL","ITGA1","General","General","General","General","Manual",698
"GENERAL","JAM2","General","General","General","General","Manual",698
"GENERAL","FER","General","General","General","General","Manual",698
"GENERAL","ITGA4","General","General","General","General","Manual",698
"GENERAL","PECAM1","General","General","General","General","Manual",698
"GENERAL","ASXL1","General","General","General","General","Manual",698
"GENERAL","LTBR","General","General","General","General","Manual",698
"GENERAL","IL6R","General","General","General","General","Manual",698
"GENERAL","IFNA8","General","General","General","General","Manual",698
"GENERAL","CCR2","General","General","General","General","Manual",698
"GENERAL","IL7","General","General","General","General","Manual",698
"GENERAL","NOTCH2","General","General","General","General","Manual",698
"GENERAL","GATA3","General","General","General","General","Manual",698
"GENERAL","IFNE","General","General","General","General","Manual",698
"GENERAL","BMI1","General","General","General","General","Manual",698
"GENERAL","CD83","General","General","General","General","Manual",698
"GENERAL","CD28","General","General","General","General","Manual",698
"GENERAL","ALOX5","General","General","General","General","Manual",698
"GENERAL","MS4A1","General","General","General","General","Manual",698
"GENERAL","BCL2","General","General","General","General","Manual",698
"GENERAL","PSMB10","General","General","General","General","Manual",698
"GENERAL","CCL2","General","General","General","General","Manual",698
"GENERAL","TFEB","General","General","General","General","Manual",698
"GENERAL","MEF2C","General","General","General","General","Manual",698
"GENERAL","GPR183","General","General","General","General","Manual",698
"GENERAL","BST1","General","General","General","General","Manual",698
"GENERAL","TFE3","General","General","General","General","Manual",698
"GENERAL","ST6GAL1","General","General","General","General","Manual",698
"GENERAL","POU2F2","General","General","General","General","Manual",698
"GENERAL","RBPJ","General","General","General","General","Manual",698
"GENERAL","NOTCH1","General","General","General","General","Manual",698
"GENERAL","HLA-C","General","General","General","General","Manual",698
"GENERAL","RAG1","General","General","General","General","Manual",698
"GENERAL","VAV1","General","General","General","General","Manual",698
"GENERAL","IL2RG","General","General","General","General","Manual",698
"GENERAL","HLA-DOB","General","General","General","General","Manual",698
"GENERAL","LILRB2","General","General","General","General","Manual",698
"GENERAL","CD1C","General","General","General","General","Manual",698
"GENERAL","ITGB8","General","General","General","General","Manual",698
"GENERAL","HLA-DPA1","General","General","General","General","Manual",698
"GENERAL","CCR7","General","General","General","General","Manual",698
"GENERAL","TNFSF15","General","General","General","General","Manual",698
"GENERAL","PTAFR","General","General","General","General","Manual",698
"GENERAL","CEACAM8","General","General","General","General","Manual",698
"GENERAL","CD1E","General","General","General","General","Manual",698
"GENERAL","SCAP","General","General","General","General","Manual",698
"GENERAL","C7","General","General","General","General","Manual",698
"GENERAL","CX3CR1","General","General","General","General","Manual",698
"GENERAL","KIR3DL1","General","General","General","General","Manual",698
"GENERAL","HLA-DMA","General","General","General","General","Manual",698
"GENERAL","IL12A","General","General","General","General","Manual",698
"GENERAL","ETS1","General","General","General","General","Manual",698
"GENERAL","CCR1","General","General","General","General","Manual",698
"GENERAL","IL10","General","General","General","General","Manual",698
"GENERAL","CCL4L1","General","General","General","General","Manual",698
"GENERAL","C1R","General","General","General","General","Manual",698
"GENERAL","PNP","General","General","General","General","Manual",698
"GENERAL","IL1RL1","General","General","General","General","Manual",698
"GENERAL","CD1D","General","General","General","General","Manual",698
"GENERAL","DPP8","General","General","General","General","Manual",698
"GENERAL","TNFSF8","General","General","General","General","Manual",698
"GENERAL","ENPP1","General","General","General","General","Manual",698
"GENERAL","CRHR1","General","General","General","General","Manual",698
"GENERAL","GTPBP1","General","General","General","General","Manual",698
"GENERAL","IL3","General","General","General","General","Manual",698
"GENERAL","EXOSC9","General","General","General","General","Manual",698
"GENERAL","NRROS","General","General","General","General","Manual",698
"GENERAL","KIR2DL1","General","General","General","General","Manual",698
"GENERAL","LY86","General","General","General","General","Manual",698
"GENERAL","IL18RAP","General","General","General","General","Manual",698
"GENERAL","LIF","General","General","General","General","Manual",698
"GENERAL","IGSF6","General","General","General","General","Manual",698
"GENERAL","CCL24","General","General","General","General","Manual",698
"GENERAL","TGFBR3","General","General","General","General","Manual",698
"GENERAL","SERPINB9","General","General","General","General","Manual",698
"GENERAL","CEBPG","General","General","General","General","Manual",698
"GENERAL","CR2","General","General","General","General","Manual",698
"GENERAL","ADGRE5","General","General","General","General","Manual",698
"GENERAL","CIITA","General","General","General","General","Manual",698
"GENERAL","CCL4","General","General","General","General","Manual",698
"GENERAL","IGF1R","General","General","General","General","Manual",698
"GENERAL","IFITM2","General","General","General","General","Manual",698
"GENERAL","IL1RN","General","General","General","General","Manual",698
"GENERAL","CRIP1","General","General","General","General","Manual",698
"GENERAL","XBP1","General","General","General","General","Manual",698
"GENERAL","GPR65","General","General","General","General","Manual",698
"GENERAL","TCF7","General","General","General","General","Manual",698
"GENERAL","TNFSF4","General","General","General","General","Manual",698
"GENERAL","S1PR4","General","General","General","General","Manual",698
"GENERAL","LTB","General","General","General","General","Manual",698
"GENERAL","IL15","General","General","General","General","Manual",698
"GENERAL","PKHD1L1","General","General","General","General","Manual",698
"GENERAL","RGS1","General","General","General","General","Manual",698
"GENERAL","CCL23","General","General","General","General","Manual",698
"GENERAL","CD96","General","General","General","General","Manual",698
"GENERAL","IL10RB","General","General","General","General","Manual",698
"GENERAL","HLA-DMB","General","General","General","General","Manual",698
"GENERAL","CTSK","General","General","General","General","Manual",698
"GENERAL","WAS","General","General","General","General","Manual",698
"GENERAL","ACKR3","General","General","General","General","Manual",698
"GENERAL","CTSS","General","General","General","General","Manual",698
"GENERAL","IL13","General","General","General","General","Manual",698
"GENERAL","PIK3R1","General","General","General","General","Manual",698
"GENERAL","IL32","General","General","General","General","Manual",698
"GENERAL","VPREB1","General","General","General","General","Manual",698
"GENERAL","THBS1","General","General","General","General","Manual",698
"GENERAL","CNIH1","General","General","General","General","Manual",698
"GENERAL","FASLG","General","General","General","General","Manual",698
"GENERAL","CXCR5","General","General","General","General","Manual",698
"GENERAL","ENDOU","General","General","General","General","Manual",698
"GENERAL","OPRD1","General","General","General","General","Manual",698
"GENERAL","CXCR1","General","General","General","General","Manual",698
"GENERAL","ZAP70","General","General","General","General","Manual",698
"GENERAL","RFX1","General","General","General","General","Manual",698
"GENERAL","CCR10","General","General","General","General","Manual",698
"GENERAL","GEM","General","General","General","General","Manual",698
"GENERAL","PIK3CG","General","General","General","General","Manual",698
"GENERAL","SP2","General","General","General","General","Manual",698
"GENERAL","HLA-DRB3","General","General","General","General","Manual",698
"GENERAL","MAP4K2","General","General","General","General","Manual",698
"GENERAL","CCL7","General","General","General","General","Manual",698
"GENERAL","CHST4","General","General","General","General","Manual",698
"GENERAL","IFI6","General","General","General","General","Manual",698
"GENERAL","TNFRSF1B","General","General","General","General","Manual",698
"GENERAL","TYK2","General","General","General","General","Manual",698
"GENERAL","TNFSF10","General","General","General","General","Manual",698
"GENERAL","IL27RA","General","General","General","General","Manual",698
"GENERAL","IL7R","General","General","General","General","Manual",698
"GENERAL","CCL3L1","General","General","General","General","Manual",698
"GENERAL","KIR2DL3","General","General","General","General","Manual",698
"GENERAL","HRH2","General","General","General","General","Manual",698
"GENERAL","TRIM22","General","General","General","General","Manual",698
"GENERAL","SPN","General","General","General","General","Manual",698
"GENERAL","CSF3","General","General","General","General","Manual",698
"GENERAL","CCL5","General","General","General","General","Manual",698
"GENERAL","CXCR4","General","General","General","General","Manual",698
"GENERAL","BMPR1A","General","General","General","General","Manual",698
"GENERAL","CD79B","General","General","General","General","Manual",698
"GENERAL","TLR4","General","General","General","General","Manual",698
"GENERAL","FAS","General","General","General","General","Manual",698
"GENERAL","C6","General","General","General","General","Manual",698
"GENERAL","CTLA4","General","General","General","General","Manual",698
"GENERAL","FCAR","General","General","General","General","Manual",698
"GENERAL","CD70","General","General","General","General","Manual",698
"GENERAL","SMAD3","General","General","General","General","Manual",698
"GENERAL","PRG2","General","General","General","General","Manual",698
"GENERAL","FCGR2B","General","General","General","General","Manual",698
"GENERAL","RAET1L","General","General","General","General","Manual",698
"GENERAL","FCGR2C","General","General","General","General","Manual",698
"GENERAL","CCL3","General","General","General","General","Manual",698
"GENERAL","IRF8","General","General","General","General","Manual",698
"GENERAL","CD80","General","General","General","General","Manual",698
"GENERAL","CTSW","General","General","General","General","Manual",698
"GENERAL","GBP6","General","General","General","General","Manual",698
"GENERAL","CNR2","General","General","General","General","Manual",698
"GENERAL","CXCR2","General","General","General","General","Manual",698
"GENERAL","IL1R1","General","General","General","General","Manual",698
"GENERAL","XCR1","General","General","General","General","Manual",698
"GENERAL","GBP2","General","General","General","General","Manual",698
"GENERAL","HLA-F","General","General","General","General","Manual",698
"GENERAL","RAET1G","General","General","General","General","Manual",698
"GENERAL","C5AR1","General","General","General","General","Manual",698
"GENERAL","IL1R2","General","General","General","General","Manual",698
"GENERAL","CD8B","General","General","General","General","Manual",698
"GENERAL","IL9","General","General","General","General","Manual",698
"GENERAL","CTSH","General","General","General","General","Manual",698
"GENERAL","IFITM3","General","General","General","General","Manual",698
"GENERAL","CD7","General","General","General","General","Manual",698
"GENERAL","PTGER4","General","General","General","General","Manual",698
"GENERAL","CD1B","General","General","General","General","Manual",698
"GENERAL","CX3CL1","General","General","General","General","Manual",698
"GENERAL","ITGB6","General","General","General","General","Manual",698
"GENERAL","CXCR3","General","General","General","General","Manual",698
"GENERAL","OSM","General","General","General","General","Manual",698
"GENERAL","BMP6","General","General","General","General","Manual",698
"GENERAL","KIR2DS2","General","General","General","General","Manual",698
"GENERAL","OPRK1","General","General","General","General","Manual",698
"GENERAL","CEBPB","General","General","General","General","Manual",698
"GENERAL","AZGP1","General","General","General","General","Manual",698
"GENERAL","HLA-G","General","General","General","General","Manual",698
"GENERAL","HLA-DRB4","General","General","General","General","Manual",698
"GENERAL","IL2","General","General","General","General","Manual",698
"GENERAL","CD40LG","General","General","General","General","Manual",698
"GENERAL","MS4A2","General","General","General","General","Manual",698
"GENERAL","CLEC4G","General","General","General","General","Manual",698
"GENERAL","GZMA","General","General","General","General","Manual",698
"GENERAL","IRAK1BP1","General","General","General","General","Manual",698
"GENERAL","TNFRSF4","General","General","General","General","Manual",698
"GENERAL","FCGRT","General","General","General","General","Manual",698
"GENERAL","CTSC","General","General","General","General","Manual",698
"GENERAL","CD164","General","General","General","General","Manual",698
"GENERAL","IL4R","General","General","General","General","Manual",698
"GENERAL","CD86","General","General","General","General","Manual",698
"GENERAL","CFP","General","General","General","General","Manual",698
"GENERAL","C1QBP","General","General","General","General","Manual",698
"GENERAL","TNFSF9","General","General","General","General","Manual",698
"GENERAL","PIK3R6","General","General","General","General","Manual",698
"GENERAL","CYP11B1","General","General","General","General","Manual",698
"GENERAL","ITGB7","General","General","General","General","Manual",698
"GENERAL","TTLL1","General","General","General","General","Manual",698
"GENERAL","PRF1","General","General","General","General","Manual",698
"GENERAL","BAG6","General","General","General","General","Manual",698
"GENERAL","RO60","General","General","General","General","Manual",698
"GENERAL","TXK","General","General","General","General","Manual",698
"GENERAL","P0DOX8","General","General","General","General","Manual",698
"GENERAL","STMP1","General","General","General","General","Manual",698
"GENERAL","GZMM","General","General","General","General","Manual",698
"GENERAL","EIF2AK2","General","General","General","General","Manual",698
"GENERAL","LILRA5","General","General","General","General","Manual",698
"GENERAL","FBXO38","General","General","General","General","Manual",698
"GENERAL","LGALS9","General","General","General","General","Manual",698
"GENERAL","P0DOX7","General","General","General","General","Manual",698
"GENERAL","LILRA3","General","General","General","General","Manual",698
"GENERAL","P0DOX3","General","General","General","General","Manual",698
"GENERAL","CEACAM20","General","General","General","General","Manual",698
"GENERAL","THEMIS","General","General","General","General","Manual",698
"GENERAL","CD55","General","General","General","General","Manual",698
"GENERAL","FGR","General","General","General","General","Manual",698
"GENERAL","CLEC6A","General","General","General","General","Manual",698
"GENERAL","RNF135","General","General","General","General","Manual",698
"GENERAL","HK1","General","General","General","General","Manual",698
"GENERAL","JAGN1","General","General","General","General","Manual",698
"GENERAL","TMEM33","General","General","General","General","Manual",698
"GENERAL","ADSS2","General","General","General","General","Manual",698
"GENERAL","IFIT2","General","General","General","General","Manual",698
"GENERAL","CD40","General","General","General","General","Manual",698
"GENERAL","BTN3A2","General","General","General","General","Manual",698
"GENERAL","LILRA6","General","General","General","General","Manual",698
"GENERAL","MYO1G","General","General","General","General","Manual",698
"GENERAL","TRIM23","General","General","General","General","Manual",698
"GENERAL","SPIRE1","General","General","General","General","Manual",698
"GENERAL","ENDOD1","General","General","General","General","Manual",698
"GENERAL","PRKDC","General","General","General","General","Manual",698
"GENERAL","CFD","General","General","General","General","Manual",698
"GENERAL","PRKCE","General","General","General","General","Manual",698
"GENERAL","CASP4","General","General","General","General","Manual",698
"GENERAL","C1S","General","General","General","General","Manual",698
"GENERAL","SLC15A4","General","General","General","General","Manual",698
"GENERAL","CD81","General","General","General","General","Manual",698
"GENERAL","OLR1","General","General","General","General","Manual",698
"GENERAL","TEC","General","General","General","General","Manual",698
"GENERAL","CFB","General","General","General","General","Manual",698
"GENERAL","XRCC6","General","General","General","General","Manual",698
"GENERAL","XRCC5","General","General","General","General","Manual",698
"GENERAL","GBP1","General","General","General","General","Manual",698
"GENERAL","CFH","General","General","General","General","Manual",698
"GENERAL","ADAR","General","General","General","General","Manual",698
"GENERAL","TAP1","General","General","General","General","Manual",698
"GENERAL","F2RL1","General","General","General","General","Manual",698
"GENERAL","ACOD1","General","General","General","General","Manual",698
"GENERAL","SFTPD","General","General","General","General","Manual",698
"GENERAL","CTPS1","General","General","General","General","Manual",698
"GENERAL","RIGI","General","General","General","General","Manual",698
"GENERAL","SARM1","General","General","General","General","Manual",698
"GENERAL","TRIM26","General","General","General","General","Manual",698
"GENERAL","MBL2","General","General","General","General","Manual",698
"GENERAL","PSMB8","General","General","General","General","Manual",698
"GENERAL","KLRC2","General","General","General","General","Manual",698
"GENERAL","LCN2","General","General","General","General","Manual",698
"GENERAL","RNF213","General","General","General","General","Manual",698
"GENERAL","PRKCQ","General","General","General","General","Manual",698
"GENERAL","NMB","General","General","General","General","Manual",698
"GENERAL","P0DOX4","General","General","General","General","Manual",698
"GENERAL","NLRC5","General","General","General","General","Manual",698
"GENERAL","BPIFC","General","General","General","General","Manual",698
"GENERAL","TAP2","General","General","General","General","Manual",698
"GENERAL","TRIM65","General","General","General","General","Manual",698
"GENERAL","HMGB1","General","General","General","General","Manual",698
"GENERAL","LAIR1","General","General","General","General","Manual",698
"GENERAL","CSK","General","General","General","General","Manual",698
"GENERAL","ITGAM","General","General","General","General","Manual",698
"GENERAL","TREML4","General","General","General","General","Manual",698
"GENERAL","PTMS","General","General","General","General","Manual",698
"GENERAL","PSMA1","General","General","General","General","Manual",698
"GENERAL","CSF1","General","General","General","General","Manual",698
"GENERAL","USP14","General","General","General","General","Manual",698
"GENERAL","APOBEC3H","General","General","General","General","Manual",698
"GENERAL","FCGR2A","General","General","General","General","Manual",698
"GENERAL","TAX1BP1","General","General","General","General","Manual",698
"GENERAL","CD160","General","General","General","General","Manual",698
"GENERAL","CLU","General","General","General","General","Manual",698
"GENERAL","BCL6","General","General","General","General","Manual",698
"GENERAL","P0DOX5","General","General","General","General","Manual",698
"GENERAL","PELI3","General","General","General","General","Manual",698
"GENERAL","HP","General","General","General","General","Manual",698
"GENERAL","HEXIM1","General","General","General","General","Manual",698
"GENERAL","TNFAIP8L2","General","General","General","General","Manual",698
"GENERAL","OTUD7B","General","General","General","General","Manual",698
"GENERAL","CD79A","General","General","General","General","Manual",698
"GENERAL","CD14","General","General","General","General","Manual",698
"GENERAL","SFPQ","General","General","General","General","Manual",698
"GENERAL","PLD3","General","General","General","General","Manual",698
"GENERAL","HMGB2","General","General","General","General","Manual",698
"GENERAL","APOBEC3F","General","General","General","General","Manual",698
"GENERAL","BTK","General","General","General","General","Manual",698
"GENERAL","KLRC1","General","General","General","General","Manual",698
"GENERAL","CD177","General","General","General","General","Manual",698
"GENERAL","CR1","General","General","General","General","Manual",698
"GENERAL","KLRK1","General","General","General","General","Manual",698
"GENERAL","RNF19B","General","General","General","General","Manual",698
"GENERAL","NLRP2B","General","General","General","General","Manual",698
"GENERAL","MST1R","General","General","General","General","Manual",698
"GENERAL","MASP2","General","General","General","General","Manual",698
"GENERAL","IDO2","General","General","General","General","Manual",698
"GENERAL","C4A","General","General","General","General","Manual",698
"GENERAL","MAVS","General","General","General","General","Manual",698
"GENERAL","CLEC10A","General","General","General","General","Manual",698
"GENERAL","TIRAP","General","General","General","General","Manual",698
"GENERAL","LBP","General","General","General","General","Manual",698
"GENERAL","SIRT2","General","General","General","General","Manual",698
"GENERAL","DAB2IP","General","General","General","General","Manual",698
