"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"LYMPHOCYTE MIGRATION","GATA3","Migration, Lymphocyte","Adaptive","General","Lymphocyte","GO:0072676",2
"LYMPHOCYTE MIGRATION","SPNS2","Migration, Lymphocyte","Adaptive","General","Lymphocyte","GO:0072676",2
"LYMPHOCYTE MIGRATION","CCR6","Migration, Lymphocyte","Adaptive","General","Lymphocyte","GO:0072676",2
"LYMPHOCYTE MIGRATION","GBA1","Migration, Lymphocyte","Adaptive","General","Lymphocyte","GO:0072676",2
"LYMPHOCYTE MIGRATION","TBX21","Migration, Lymphocyte","Adaptive","General","Lymphocyte","GO:0072676",2
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","FUT4","Migration, Lymphonode, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097022",3
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","CCR7","Migration, Lymphonode, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097022",3
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","FUT7","Migration, Lymphonode, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097022",3
"LYMPHOCYTE MIGRATION INTO LYMPH NODE","WNK1","Migration, Lymphonode, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097022",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","CRTAM","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","ARTN","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","FUT7","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","EXT1","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","NEDD9","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","RET","Migration, Lymphoid organs, Lymphocyte","Adaptive","General","Lymphocyte","GO:0097021",3
"LYMPHOCYTE PROLIFERATION","IL2","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","IMPDH2","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","HPRT1","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","FLT3","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","TLR4","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","PURA","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","HELLS","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"LYMPHOCYTE PROLIFERATION","RASSF5","Proliferation, Lymphocyte","Adaptive","General","Lymphocyte","GO:0046651",6
"MACROPHAGE","IL13","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","HAMP","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CRTC3","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","JMJD6","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","FCGR3A","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","TMEM229B","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","SLC11A1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","ADGRF5","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","TLR4","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","EDN2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","TICAM1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","IFI35","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","IL33","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","PRKCE","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","SYK","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","LBP","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","PLCG2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","SFTPD","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CCL2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","LGALS3","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","AZU1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","EDNRB","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","RPL13A","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CXCL17","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CCL5","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","SAA1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CCL3","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","MMP2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","LIPA","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CSF1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","ROR2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","MCOLN2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","BCR","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","CCR2","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE","B4GALT1","Macrophage","Innate","Cell","APC","Manual",36
"MACROPHAGE ACTIVATION","IL13","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","HAMP","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","CRTC3","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","JMJD6","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","FCGR3A","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","TMEM229B","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","SLC11A1","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","ADGRF5","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","TLR4","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","EDN2","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","CSF2","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","IL4","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","TLR1","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","PLA2G10","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","CD93","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","FOXP1","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","STK39","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","PLA2G3","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","WNK4","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION","TMEM106A","Activation, Macrophage","Innate","APC","Macrophage","GO:0042116",10
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TICAM1","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFI35","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL33","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","PRKCE","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SYK","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","LBP","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","PLCG2","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNG","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TNF","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","DYSF","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","NMI","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TREX1","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SBNO2","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SUCNR1","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","HAVCR2","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7
"MACROPHAGE CHEMOTAXIS","SFTPD","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","CCL2","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","LGALS3","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","AZU1","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","EDNRB","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","EDN2","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","RPL13A","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","CXCL17","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","CCL5","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","SAA1","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","CCL3","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","MMP2","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","CKLF","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","NUP85","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE CHEMOTAXIS","TAFA4","Chemotaxis, Macrophage","Innate","APC","Macrophage","GO:0048246",12
"MACROPHAGE HOMEOSTASIS","LIPA","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519",2
"MACROPHAGE HOMEOSTASIS","CSF1","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519",2
"MACROPHAGE HOMEOSTASIS","BAP1","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519",2
"MACROPHAGE MIGRATION","ROR2","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","MCOLN2","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","BCR","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","CCR2","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","B4GALT1","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","CNN2","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MACROPHAGE MIGRATION","TRIM55","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5
"MARGINAL ZONE B CELL DIFFERENTIATION","CDH17","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","BCL3","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","LFNG","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","NOTCH2","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","PTK2B","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","MFNG","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","DLL1","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","DOCK10","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MARGINAL ZONE B CELL DIFFERENTIATION","DOCK11","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4
"MAST CELL","BTK","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","SNAP23","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","SLC18A2","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","RAB44","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","S100A12","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","CHGA","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","KITLG","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","NF1","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","KIT","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","CBL","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","PIK3CG","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","CLNK","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","RASGRP1","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","GPR15LG","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","PTGDS","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","SYK","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","FCER1A","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","MILR1","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","ADORA2B","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","CPLX2","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","SLC15A4","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","SERPINB9","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","NDST2","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL","STAT5B","Mast cell","Innate","Cell","Mast cell","Manual",31
"MAST CELL ACTIVATION","S100A12","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL ACTIVATION","CHGA","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL ACTIVATION","RHOH","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL ACTIVATION","LCP2","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL ACTIVATION","NDRG1","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL ACTIVATION","MRGPRX2","Activation, Mast cell","Innate","Cells","Mast cell","GO:0045576",2
"MAST CELL APOPTOTIC PROCESS","KITLG","Apoptotic process, Mast cell","Innate","Cells","Mast cell","GO:0033024",2
"MAST CELL APOPTOTIC PROCESS","NF1","Apoptotic process, Mast cell","Innate","Cells","Mast cell","GO:0033024",2
"MAST CELL CHEMOTAXIS","KIT","Chemotaxis, Mast cell","Innate","Cells","Mast cell","GO:0002551",2
"MAST CELL CHEMOTAXIS","CHGA","Chemotaxis, Mast cell","Innate","Cells","Mast cell","GO:0002551",2
"MAST CELL CHEMOTAXIS","PIK3CD","Chemotaxis, Mast cell","Innate","Cells","Mast cell","GO:0002551",2
"MAST CELL CHEMOTAXIS","CCL11","Chemotaxis, Mast cell","Innate","Cells","Mast cell","GO:0002551",2
"MAST CELL DEGRANULATION","CBL","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","RAB44","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","PIK3CG","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","CLNK","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","RASGRP1","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","GPR15LG","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","PTGDS","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","SYK","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","KIT","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","CHGA","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","FCER1A","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","MILR1","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","ADORA2B","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","CPLX2","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","GRP","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","PIK3CD","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","PTGDR","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","S100A13","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","LAT2","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","NR4A3","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","SCN11A","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","LAT","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","RABGEF1","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","PLA2G3","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL DEGRANULATION","MRGPRX2","Degranulation, Mast cell","Innate","Cells","Mast cell","GO:0043303",14
"MAST CELL HOMEOSTASIS","SLC15A4","Homeostasis, Mast cell","Innate","Cells","Mast cell","GO:0033023",1
"MAST CELL MEDIATED IMMUNITY","SERPINB9","Immunity, Mast cell","Innate","Cells","Mast cell","GO:0002448",2
"MAST CELL MEDIATED IMMUNITY","NDST2","Immunity, Mast cell","Innate","Cells","Mast cell","GO:0002448",2
"MAST CELL MEDIATED IMMUNITY","SPON2","Immunity, Mast cell","Innate","Cells","Mast cell","GO:0002448",2
"MAST CELL MIGRATION","KITLG","Migration, Mast cell","Innate","Cells","Mast cell","GO:0097531",2
"MAST CELL MIGRATION","STAT5B","Migration, Mast cell","Innate","Cells","Mast cell","GO:0097531",2
"MAST CELL MIGRATION","RABGEF1","Migration, Mast cell","Innate","Cells","Mast cell","GO:0097531",2
"MATURE B CELL DIFFERENTIATION","IL2RG","Differentiation, B cell, Mature","Adaptive","Humoral","B cell","GO:0002335",1
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","RAG2","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","GPR183","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","C17orf99","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4
"MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","FCGR2B","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4
"MATURE NATURAL KILLER CELL CHEMOTAXIS","XCL1","Chemotaxis, NK cell, mature","Innate","Cells","NK cell","GO:0035782",1
"MEMORY B CELL DIFFERENTIATION","ST3GAL1","Differentiation, B cell, Memory","Adaptive","Humoral","B cell","GO:0002319",1
"MEMORY T CELL ACTIVATION","TNFSF4","Activation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035709",1
"MEMORY T CELL ACTIVATION","TCIRG1","Activation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035709",1
"MEMORY T CELL EXTRAVASATION","ITGAL","Extravasation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035683",1
"MEMORY T CELL EXTRAVASATION","F11R","Extravasation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035683",1
"MEMORY T CELL PROLIFERATION","DOCK8","Proliferation, T cell, Memory","Adaptive","Cellular","T cell","GO:0061485",1
"MICROGLIAL CELL ACTIVATION","SNCA","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","ITGAM","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","AIF1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TRPV1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","IL13","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","C5AR1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","IFNGR1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","IFNGR2","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","CX3CL1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","CLU","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","MAPT","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","AZU1","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","NAGLU","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","AGER","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","APP","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","C1QA","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","IFNG","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","IL4","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","ITGB2","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","JAK2","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","JUN","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TLR2","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TLR3","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TNF","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TLR9","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","TREM2","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION","MIR181C","Activation, Microglial cell","Innate","Cellular","Microglial cell","GO:0001774",13
"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","CX3CR1","Activation, Immune response, Microglial cell","Innate","Cellular","Microglial cell","GO:0002282",3
"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL33","Activation, Immune response, Microglial cell","Innate","Cellular","Microglial cell","GO:0002282",3
"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","GRN","Activation, Immune response, Microglial cell","Innate","Cellular","Microglial cell","GO:0002282",3
"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","TYROBP","Activation, Immune response, Microglial cell","Innate","Cellular","Microglial cell","GO:0002282",3
"MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","TREM2","Activation, Immune response, Microglial cell","Innate","Cellular","Microglial cell","GO:0002282",3
"MONOCYTE","AZU1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","HYAL2","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","MT1G","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CSF1","Monocyte","Innate","Cell","APC","Manual",34
